"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RelevantID_First Click","RelevantID_Last Click","RelevantID_Page Submit","RelevantID_Click Count","Q1_consent","MetaDataQ_Browser","MetaDataQ_Version","MetaDataQ_Operating System","MetaDataQ_Resolution","Q2_lang-DE","Q3_lang_EN","Q4_gender","Q5_age","Q6_residence","Q7_household-size","Q8_household-income","Q9_drivers-license","Q11_car-purch-intent","Q12_EV-experience","Q12_EV-experience_8_TEXT","Q13_car-ownership","Q14_EV-use","Q14_EV-use_8_TEXT","Q15_mobility-usage","Q15_mobility-usage_9_TEXT","Q16_PT-subscr","Q16_PT-subscr_7_TEXT","Q18_PT-spend","Q19_PT-spend-t","Q21_car-spend","Q22_car-spend-t","Q24_EV-range-commute","Q25_EV-range-all","Q27_mob-subscr-inter","Q28_mob-subscr-WTP","Q30_mob-subscr1-PI","Q32_mob-subscr2-PI","Q34_mob-subscr3-PI","Q36_mob-subscr4-PI","Q38_mob-subscr5-PI","Q39_mob-subscr-rank_1","Q39_mob-subscr-rank_2","Q39_mob-subscr-rank_3","Q39_mob-subscr-rank_4","Q39_mob-subscr-rank_5","Q39_mob-subscr-rank_0","Q40_EV-adv","Q40_EV-adv_8_TEXT","Q41_EV-disadv","Q41_EV-disadv_9_TEXT","Q42_end-of-survey","opp","rid","V","gid","sname","enc","isNew","Q_TotalDuration","test","version","test2","gc","term","Q42_end-of-survey - Topics","Q12_EV-experience_12_TEXT - Topics","Q14_EV-use_13_TEXT - Topics","Q41_EV-disadv_18_TEXT - Topics","Q40_EV-adv_12_TEXT - Topics","EV adv. others - Topics","Q16_PT-subscr_10_TEXT - Topics","Q13_12_TEXT - Topics"
"2019-05-31 22:33:03","2019-05-31 22:42:04","0","100","541","1","2019-05-31 22:42:05","R_2rpbay7K57w7Wzo",NA,NA,NA,NA,"46.802398681640625","7.15130615234375","anonymous","FR","0","0","1.029","0","1","Firefox","67.0","Windows NT 10.0","1536x864","0",NA,"0","51","7","5","3","1","1","0","-99","1","0","-99","4","-99","0","-99","4","2","3","2","11","11","4","5","4","4","3","1","2","2","5","1","3","4","6","4,6","-99","1,4,6","-99","-99","Qual2380-2904Switz",NA,"H","200402","b-11Ydn_ORiBtH9fDtdtd4M8krM","31866","True","541",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-31 23:18:06","2019-05-31 23:23:01","0","100","294","1","2019-05-31 23:23:01","R_0ufuO09GCzy184h",NA,NA,NA,NA,"47.5583953857421875","7.57330322265625","anonymous","DE","0","0","1.059","0","1","Edge","17.17134","Windows NT 10.0","1103x621","0",NA,"0","45","6","4","4","1","1","0","-99","1","0","-99","1","-99","1","-99","2","1","3","2","2","4","5","3","5","4","3","4","4","3","1","4","6","5","2","1,2,6","-99","1,6,7","-99","keine","Qual2380-2904Switz",NA,"H","200409","b-11Ydn_ORiBtH9fDtdtd4M8krM","32195","True","294",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 00:03:03","2019-06-01 00:08:48","0","100","345","1","2019-06-01 00:08:49","R_3245Dl5glg7eRMn",NA,NA,NA,NA,"47.24249267578125","8.1905059814453125","anonymous","DE","0","0","1.012","0","1","Chrome","74.0.3729.169","Windows NT 6.3","1366x768","0",NA,"0","33","1","4","4","1","1","-1","-99","1","-1","-99","1","-99","-1","-99","10","2","15","2","3","2","5","1","3","3","3","-1","-1","1","2","3","4","5","6","1,2","-99","4,5,6","-99","-99","Qual2380-2904Switz",NA,"H","200414","b-11Ydn_ORiBtH9fDtdtd4M8krM","32430",NA,"345",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 00:09:36","2019-06-01 00:14:32","0","100","296","1","2019-06-01 00:14:33","R_3pao59tX4cLHQnA",NA,NA,NA,NA,"47.3755950927734375","6.91900634765625","anonymous","DE","0","0","1.02","0","1","Chrome","74.0.3729.157","Android 9","360x780","0",NA,"0","27","6","1","4","1","1","2","-99","1","0","-99","1,3,4,7","-99","1,6","-99","4","2","7","2","4","5","5","6","5","5","4","5","3","2","5","3","4","6","1","1,2,6","-99","1,6","-99","-99","Qual2380-2904Switz",NA,"H","200415","b-11Ydn_ORiBtH9fDtdtd4M8krM","32477","True","296",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 00:14:30","2019-06-01 00:25:03","0","100","633","1","2019-06-01 00:25:04","R_1gGdR7ZzZhLTxua",NA,NA,NA,NA,"47.35260009765625","8.3300018310546875","anonymous","DE","0","0","1.024","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"0","36","1","1","3","1","1","0","-99","1","0","-99","1,2,4,6","-99","0","-99","1","1","2","2","2","11","3","2","2","2","2","2","2","2","5","3","4","6","1","4,6,7","-99","1,4,5","-99","-99","Qual2380-2904Switz",NA,"H","200417","b-11Ydn_ORiBtH9fDtdtd4M8krM","32571","True","633",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 01:24:00","2019-06-01 01:37:21","0","100","801","1","2019-06-01 01:37:22","R_1llPOLSZxvuBasq",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.126","0","1","Firefox","67.0","Windows NT 10.0","1366x768","0",NA,"1","59","25","1","4","1","1","1,3,6,7,8","-99","0","0","-99","1,2,4","-99","1","-99","1","2","1","2","2","2","3","1","1","1","1","1","1","2","3","4","5","6","1","1,5,8","Reichweite bis 2000 km","1,2","-99","-99","Qual2380-2904Switz",NA,"H","200422","b-11Ydn_ORiBtH9fDtdtd4M8krM","32806","True","801",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 01:46:45","2019-06-01 02:01:55","0","100","909","1","2019-06-01 02:01:56","R_1ikZlhm4sqpri7n",NA,NA,NA,NA,"47.401702880859375","8.3018951416015625","anonymous","DE","0","0","1.035","0","1","Safari iPhone","10.0","iPhone","320x568","0",NA,"0","31","4","2","6","1","1","1,2","-99","1","0","-99","2,3,4,8","-99","1","-99","5","1","45","1","2","4","4","3","1","2","3","2","2","2","6","1","4","5","3","2,3,6","-99","1,2,9","Batterien sind auch nicht imweltfreundlich","-99","Qual2380-2904Switz",NA,"H","200424","b-11Ydn_ORiBtH9fDtdtd4M8krM","32900","True","909",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 03:18:14","2019-06-01 03:22:50","0","100","276","1","2019-06-01 03:22:51","R_3p8YgPKFcwl8u4C",NA,NA,NA,NA,"47.4156036376953125","8.1345062255859375","anonymous","DE","0","0","1.009","0","1","Chrome","74.0.3729.157","Windows NT 10.0","1920x1080","0",NA,"1","48","18","1","3","1","1","0","-99","1","0","-99","1","-99","0","-99","1","1","5","2","5","10","3","3","2","1","2","1","1","2","3","4","5","6","1","1,4,7","-99","1,2","-99","-99","Qual2380-2904Switz",NA,"H","200428","b-11Ydn_ORiBtH9fDtdtd4M8krM","33088","True","276",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 08:47:09","2019-06-01 08:54:18","0","100","428","1","2019-06-01 08:54:18","R_vAAbKQPwGPMDhG9",NA,NA,NA,NA,"47.31500244140625","8.4683990478515625","anonymous","DE","0","0","1.008","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1080","0",NA,"1","62","1","2","-2","1","1","2,6","-99","1","6","-99","1,2,4,8","-99","5","-99","2","2","4","2","5","4","3","3","2","2","2","2","2","1","5","2","3","4","6","1,2,3","-99","3,5,6","-99","-99","Qual2380-2904Switz",NA,"H","200440","b-11Ydn_ORiBtH9fDtdtd4M8krM","33652","True","428",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 08:47:49","2019-06-01 08:55:49","0","100","479","1","2019-06-01 08:55:49","R_3kccSQ1LpwnXpGS",NA,NA,NA,NA,"47.502105712890625","8.2554931640625","anonymous","DE","0","0","1.021","0","1","Safari iPhone","12.1.1","iPhone","375x667","0",NA,"1","42","1","3","3","1","1","0","-99","2","0","-99","2,4","-99","0","-99","2","1","26","1","1","10","3","3","1","1","1","1","1","1","5","2","6","3","4","3,6,7","-99","2,3,6","-99","-99","Qual2380-2904Switz",NA,"H","200441","b-11Ydn_ORiBtH9fDtdtd4M8krM","33699","True","479",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 09:47:51","2019-06-01 09:52:06","0","100","255","1","2019-06-01 09:52:07","R_3hF4lHpzjRwfwKN",NA,NA,NA,NA,"47.0727996826171875","8.28900146484375","anonymous","DE","0","0","1.068","0","1","Edge","17.17134","Windows NT 10.0","1536x864","0",NA,"1","37","11","3","6","1","1","3,6","-99","2","5","-99","3,5","-99","1,2","-99","19","1","14","1","2","4","4","5","3","2","3","3","3","5","4","1","3","2","6","3,5","-99","4,5","-99","-99","Qual2380-2904Switz",NA,"H","200451","b-11Ydn_ORiBtH9fDtdtd4M8krM","34169","True","255",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 09:53:02","2019-06-01 09:56:45","0","100","222","1","2019-06-01 09:56:46","R_111NUDjJCKLhmBf",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","FR","0","0","1.027","0","1","Safari iPhone","12.1.1","iPhone","375x667","0",NA,"1","19","8","1","5","1","1","1","-99","1","1","-99","1,2,4","-99","1,8,5","-99","10","1","9","1","11","4","4","9","5","4","5","4","3","2","4","5","1","3","6","1,3,4","-99","2,4,5","-99","Sehr gut","Qual2380-2904Switz","5cf22ed9-35a5-9f0e-13f5-4738164d55a3","H",NA,NA,"0","True","222",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 09:54:05","2019-06-01 10:01:10","0","100","425","1","2019-06-01 10:01:11","R_10CAEhjVFdW8zUe",NA,NA,NA,NA,"47.4239044189453125","9.3748016357421875","anonymous","EN-GB","0","0","1.045","0","1","Chrome","74.0.3729.157","Android 7.1.1","424x753","0",NA,"0","36","21","3","2","1","1","7","-99","1","7","-99","2,4,7,8","-99","6","-99","2","1","2","2","3","2","5","3","5","5","5","5","5","1","5","4","2","3","6","1,3,4","-99","1,3,7","-99","-99","Qual2380-2904Switz",NA,"H","200454","b-11Ydn_ORiBtH9fDtdtd4M8krM","34310","True","425",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 10:04:27","2019-06-01 10:09:05","0","100","278","1","2019-06-01 10:09:06","R_2E4BsZFqXKilySa",NA,NA,NA,NA,"47.3925018310546875","8.0442047119140625","anonymous","DE","0","0","1.125","0","1","Chrome","67.0.3396.87","Android 9","360x740","0",NA,"0","33","1","1","2","1","1","0","-99","1","0","-99","0","-99","0","-99","1","1","2","1","-1","-1","1","4","2","-1","-1","-1","4","4","2","1","3","5","6","6","-99","2,6,7","-99","-99","Qual2380-2904Switz",NA,"H","200455","b-11Ydn_ORiBtH9fDtdtd4M8krM","34357","True","278",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 10:20:08","2019-06-01 10:31:01","0","100","653","1","2019-06-01 10:31:02","R_22VyQlZDzBp2r9G",NA,NA,NA,NA,"47.401702880859375","8.4001007080078125","anonymous","DE","0","0","1.026","0","1","MSIE","11.0","Windows NT 6.3","1600x900","0",NA,"1","68","25","3","3","1","1","1,3","-99","1","0","-99","1,2,4","-99","1","-99","9","1","46","1","6","11","4","5","3","1","4","2","1","2","3","1","6","5","4","1,4,7","-99","1,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200459","b-11Ydn_ORiBtH9fDtdtd4M8krM","34545","True","653",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 10:28:52","2019-06-01 10:35:03","0","100","370","1","2019-06-01 10:35:05","R_1IF4zRL9VexMD3D",NA,NA,NA,NA,"46.1840057373046875","6.1024017333984375","anonymous","DE","0","0","1.018","0","1","Safari iPhone","Unknown","iPhone","375x812","0",NA,"0","23","6","4","7","1","1","6,7","-99","2","0","-99","1,2,4,6","-99","1,5","-99","7","1","16","1","1","1","5","9","5","4","4","4","4","1","3","2","4","5","6","1,4,6","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200461","b-11Ydn_ORiBtH9fDtdtd4M8krM","34639","True","370",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 10:32:18","2019-06-01 10:36:59","0","100","281","1","2019-06-01 10:37:00","R_2S32Ckak3Jj8h4B",NA,NA,NA,NA,"47.4745025634765625","9.11199951171875","anonymous","DE","0","0","1.123","0","1","MSIE","11.0","Windows NT 6.1","1920x1080","0",NA,"0","52","19","2","2","1","1","0","-99","1","0","-99","2,4,8","-99","1","-99","20","1","15","1","2","8","5","1","3","3","1","1","1","1","2","4","5","3","6","5,6,7","-99","1,3,4","-99","-99","Qual2380-2904Switz",NA,"H","200462","b-11Ydn_ORiBtH9fDtdtd4M8krM","34686","True","281",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 11:08:44","2019-06-01 11:14:24","0","100","340","1","2019-06-01 11:14:24","R_1loOTVJ8XdDnW23",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.13","0","1","Firefox","67.0","Windows NT 10.0","1536x864","0",NA,"1","64","6","2","5","1","1","0","-99","2","0","-99","0","-99","0","-99","1","1","15","1","6","5","1","1","1","1","1","1","1","2","4","3","5","6","1","4,5,6","-99","1","-99","-99","Qual2380-2904Switz","5cf24095-20f3-9844-425d-fe2a95f3fe42","H",NA,NA,"0","True","340",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 12:19:34","2019-06-01 12:26:32","0","100","418","1","2019-06-01 12:26:33","R_R9XJ03RPMwl1Hgd",NA,NA,NA,NA,"47.473297119140625","8.3058929443359375","anonymous","DE","0","0","1.123","0","1","Firefox","67.0","Windows NT 10.0","1536x864","0",NA,"0","42","1","2","3","1","1","3","-99","1","0","-99","4","-99","1,4","-99","9","1","4","2","2","11","2","3","2","2","2","2","2","1","5","2","4","3","6","6,7","-99","1,3,7","-99","Ich bin derzeit der Ansicht, dass die Technologie, zu der ich befragt wurde, nicht genug ausgereift ist für die breite Masse. Dennoch betrachte ich sie als Zukunft.","Qual2380-2904Switz",NA,"H","200482","b-11Ydn_ORiBtH9fDtdtd4M8krM","35626","True","418",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 12:21:07","2019-06-01 12:27:03","0","100","356","1","2019-06-01 12:27:04","R_3r0uASagfCEIK5g",NA,NA,NA,NA,"46.6670074462890625","6.50970458984375","anonymous","FR","0","0","1.117","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1366x768","0",NA,"1","61","11","1","1","1","1","0","-99","1","0","-99","9","cash gekauft","1","-99","1","1","12","1","-1","-1","1","3","-1","-1","-1","-1","-1","1","2","3","4","5","6","8","cheise","9","cheise","elektroauto ist cheise","Qual2380-2904Switz",NA,"H","200484","b-11Ydn_ORiBtH9fDtdtd4M8krM","35720","True","356",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 12:12:42","2019-06-01 12:28:17","0","100","934","1","2019-06-01 12:28:18","R_1jvxm3EzaOkmlSQ",NA,NA,NA,NA,"47.305694580078125","8.0514068603515625","anonymous","DE","0","0","1.106","0","1","Safari iPad","10.0","iPad","768x1024","0",NA,"1","43","6","4","5","1","1","1","-99","1","0","-99","1,2,4","-99","1","-99","2","1","10","1","1","10","4","6","4","4","5","3","4","1","4","2","5","3","6","2,3,4","-99","1,2,5","-99","-99","Qual2380-2904Switz",NA,"H","200480","b-11Ydn_ORiBtH9fDtdtd4M8krM","35532","True","934",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 12:14:20","2019-06-01 12:33:16","0","100","1135","1","2019-06-01 12:33:17","R_3k6DaUPoTRPrgyG",NA,NA,NA,NA,"46.0637969970703125","8.9232940673828125","anonymous","IT","0","0","1.113","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1920x1080","0",NA,"1","67","20","2","2","1","1","0","-99","1","1","-99","1","-99","0","-99","1","1","1","1","-1","-1","4","15","1","1","2","2","2","1","3","6","4","5","2","3,4","-99","4,6","-99","-99","Qual2380-2904Switz",NA,"H","200481","b-11Ydn_ORiBtH9fDtdtd4M8krM","35579","True","1135",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 12:33:51","2019-06-01 12:43:04","0","100","552","1","2019-06-01 12:43:04","R_RRJ5tAIS2eWBprX",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.11","0","1","MSIE","11.0","Windows NT 10.0","1920x1200","0",NA,"1","54","19","1","4","1","1","0","-99","1","0","-99","2,4","-99","6","-99","10","1","20","1","6","1","5","2","1","1","2","2","1","4","3","5","1","6","2","1,4,7","-99","1,5,6","-99","-99","Qual2380-2904Switz",NA,"H","200485","b-11Ydn_ORiBtH9fDtdtd4M8krM","35767","True","552",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 13:05:33","2019-06-01 13:14:09","0","100","515","1","2019-06-01 13:14:10","R_xF1cNQyuRSeEEUh",NA,NA,NA,NA,"47.414703369140625","8.163604736328125","anonymous","DE","0","0","1.123","0","1","MSIE","11.0","Windows NT 6.1","1536x864","0",NA,"1","64","1","2","4","1","1","0","-99","2","0","-99","0","-99","6","-99","39","1","12","2","8","9","3","5","3","1","4","1","1","1","6","2","3","4","5","1,3,4","-99","1,2,3","-99","-99","Qual2380-2904Switz",NA,"H","200491","b-11Ydn_ORiBtH9fDtdtd4M8krM","36049","True","515",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 13:28:37","2019-06-01 13:36:01","0","100","443","1","2019-06-01 13:36:02","R_1psWmogvJ5f3fcY",NA,NA,NA,NA,"46.7512054443359375","7.6217041015625","anonymous","DE","0","0","1.11","0","1","Chrome","73.0.3683.86","Linux x86_64","1920x1080","0",NA,"1","37","6","4","4","1","1","0","-99","2","0","-99","1","-99","1","-99","3","1","12","1","2","6","3","2","2","2","3","3","4","5","4","3","2","1","6","1,6,7","-99","1,2,4","-99","-99","Qual2380-2904Switz","5cf26161-8722-7f54-b155-41b5ef366090","H",NA,NA,"0","True","443",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 13:44:42","2019-06-01 13:51:00","0","100","378","1","2019-06-01 13:51:00","R_ULw14mpbBRUELCh",NA,NA,NA,NA,"46.802398681640625","7.15130615234375","anonymous","FR","0","0","1.115","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1536x864","0",NA,"0","19","7","4","2","1","1","0","-99","2","0","-99","1,6","-99","6","-99","26","1","3","2","8","-1","2","1","3","4","3","2","4","3","4","5","2","1","6","2,3,4","-99","1,3,5","-99","-99","Qual2380-2904Switz",NA,"H","200495","b-11Ydn_ORiBtH9fDtdtd4M8krM","36237","True","378",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 14:14:38","2019-06-01 14:18:06","0","100","208","1","2019-06-01 14:18:06","R_3L5SsdEon9TX7Cy",NA,NA,NA,NA,"46.1544952392578125","8.7733001708984375","anonymous","IT","0","0","1.013","0","1","Edge","17.17134","Windows NT 10.0","1280x720","1","0","1","71","20","2","5","1","1","1,8","-99","2","1","-99","2","-99","8","-99","9","1","12","1","3","4","4","3","3","3","3","1","5","1","6","5","4","3","2","2","-99","6","-99","zyi","Qual2380-2904Switz",NA,"H","200500","b-11Ydn_ORiBtH9fDtdtd4M8krM","36472","True","208",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 14:03:38","2019-06-01 14:24:27","0","100","1249","1","2019-06-01 14:24:28","R_3m3IRoWJsceRcCn",NA,NA,NA,NA,"46.6179962158203125","7.0569000244140625","anonymous","FR","0","0","1.009","0","1","Chrome","74.0.3729.169","Windows NT 10.0","1366x768","1","0","0","51","23","2","3","1","1","0","-99","1","0","-99","1,4,8","-99","0","-99","1","2","3","2","1","6","4","3","2","2","2","2","2","2","3","4","5","6","1","1,4,6","-99","4,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200497","b-11Ydn_ORiBtH9fDtdtd4M8krM","36331","True","1249",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 14:16:00","2019-06-01 14:32:25","0","100","984","1","2019-06-01 14:32:27","R_3P4AuAIKKHCjS6I",NA,NA,NA,NA,"46.802398681640625","7.15130615234375","anonymous","FR","0","0","1.011","0","1","Safari","12.1","Macintosh","1280x800","0",NA,"0","47","7","4","5","1","1","1","-99","1","6","-99","3","-99","1","-99","1","2","3","2","6","7","5","3","2","1","3","2","2","2","5","1","4","3","6","1,2,4","-99","4","-99","J'aimerais acheter une voiture électrique mais trop cher et pas de rechargement pratique vu que j'ai une place de parc dans un parking sous terrain","Qual2380-2904Switz",NA,"H","200501","b-11Ydn_ORiBtH9fDtdtd4M8krM","36519","True","984",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 14:49:53","2019-06-01 15:00:45","0","100","651","1","2019-06-01 15:00:46","R_3j1gS1bA4EwWBDG",NA,NA,NA,NA,"46.4542999267578125","6.8928070068359375","anonymous","FR","0","0","1.109","0","1","Safari","12.1.1","Macintosh","1280x800","0",NA,"0","38","7","2","-2","1","1","0","-99","1","6","-99","2","-99","-1","-99","1","2","1","2","11","8","2","1","1","1","1","1","1","6","5","2","4","3","1","1,3,4","-99","6","-99","-99","Qual2380-2904Switz",NA,"H","200509","b-11Ydn_ORiBtH9fDtdtd4M8krM","36895","True","651",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 16:05:20","2019-06-01 16:14:56","0","100","576","1","2019-06-01 16:14:57","R_3mkkZpHShXT9lOX",NA,NA,NA,NA,"47.3925018310546875","8.0442047119140625","anonymous","DE","0","0","1.158","0","1","Safari iPad","12.1.1","iPad","768x1024","0",NA,"1","62","1","2","4","1","1","0","-99","2","0","-99","1,2","-99","1","-99","6","1","10","2","3","9","2","7","1","3","3","3","3","2","5","1","3","4","6","5,6,7","-99","4,6,8","-99","-99","Qual2380-2904Switz",NA,"H","200521","b-11Ydn_ORiBtH9fDtdtd4M8krM","37459","True","576",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 15:47:16","2019-06-01 16:16:29","0","100","1752","1","2019-06-01 16:16:30","R_2WujcsZLvHSQM94",NA,NA,NA,NA,"47.31610107421875","7.693206787109375","anonymous","FR","0","0","2.95","0","1","Chrome","74.0.3729.169","Windows NT 6.1","1280x720","0",NA,"0","44","18","3","3","1","1","1,3","-99","1","0","-99","2,3,4,8","-99","1","-99","2","1","6","2","8","6","2","4","2","1","2","1","2","1","3","5","4","6","2","5","-99","4,6","-99","-99","Qual2380-2904Switz",NA,"H","200518","b-11Ydn_ORiBtH9fDtdtd4M8krM","37318","True","1752",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 16:05:35","2019-06-01 16:34:23","0","100","1727","1","2019-06-01 16:34:23","R_VVh5nNcr01WGyxH",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.012","0","1","Chrome","73.0.3683.90","Android 8.1.0","480x854","0",NA,"1","19","25","1","5","1","1","2","-99","1","5","-99","3","-99","3","-99","2","1","7","1","6","7","3","6","2","2","3","2","2","1","2","3","4","5","6","1,2","-99","1,2","-99","-99","Qual2380-2904Switz","5cf2861e-53a7-729d-d8a0-09b814b06dae","H",NA,NA,"0","True","1727",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 16:53:32","2019-06-01 16:58:24","0","100","292","1","2019-06-01 16:58:25","R_2wiE9H4aeQhVy6c",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.009","0","1","Safari","12.1.1","Macintosh","1440x900","0",NA,"0","28","12","1","6","1","1","1,2,3,4,5,6,7","-99","1","7","-99","2,3,6","-99","1","-99","20","1","35","1","2","-1","5","3","3","3","4","4","3","3","2","5","1","4","6","3,4,7","-99","1,2,4","-99","-99","Qual2380-2904Switz",NA,"H","200527","b-11Ydn_ORiBtH9fDtdtd4M8krM","37741","True","292",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 16:59:14","2019-06-01 17:10:33","0","100","679","1","2019-06-01 17:10:34","R_pPEdo8DJNQIGuKl",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.024","0","1","Chrome","74.0.3729.157","Android 7.0","360x640","0",NA,"1","50","6","4","4","1","1","6","-99","1","0","-99","2","-99","6","-99","1","2","2","2","1","5","3","1","4","5","4","3","4","6","2","3","5","4","1","1,3,4","-99","6,8","-99","-99","Qual2380-2904Switz",NA,"H","200529","b-11Ydn_ORiBtH9fDtdtd4M8krM","37835","True","679",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 18:08:36","2019-06-01 18:12:50","0","100","253","1","2019-06-01 18:12:51","R_2CcRCcdu87Di1Ti",NA,NA,NA,NA,"47.4239044189453125","9.3748016357421875","anonymous","DE","0","0","1.034","0","1","Chrome","67.0.3396.87","Android 9","412x846","0",NA,"1","38","10","2","9","1","1","4","-99","2","3,4","-99","1","-99","6","-99","5","1","16","1","8","7","5","5","5","5","5","5","5","1","3","2","5","4","6","1,2","-99","2","-99","Super","Qual2380-2904Switz","5cf2a2fc-f786-d094-a773-cac15b782113","H",NA,NA,"0","True","253",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 18:10:11","2019-06-01 18:16:55","0","100","404","1","2019-06-01 18:16:56","R_Wd0MAKneVqHDWZX",NA,NA,NA,NA,"46.9918060302734375","6.930999755859375","anonymous","FR","0","0","1.032","0","1","Chrome","64.0.3282.137","Android 7.0","1024x768","1","0","0","54","24","1","2","1","1","0","-99","2","0","-99","0","-99","0","-99","1","1","2","2","4","4","1","1","1","1","1","1","1","5","6","2","4","3","1","4","-99","4,5,6","-99","Nein","Qual2380-2904Switz",NA,"H","200536","b-11Ydn_ORiBtH9fDtdtd4M8krM","38164","True","404",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-06-01 18:16:06","2019-06-01 18:24:08","0","100","482","1","2019-06-01 18:24:09","R_8bOQWNrLergaCPv",NA,NA,NA,NA,"46.2274017333984375","7.3556060791015625","anonymous","FR","0","0","1.011","0","1","Safari iPhone","Unknown","iPhone","375x667","0",NA,"1","50","6","5","9","1","1","1,2,3,5,7","-99","3","2,5,8","-99","1,3,5","-99","1,2","-99","20","1","11","1","2","2","5","6","5","5","5","5","5","5","4","1","2","3","6","1,2,3","-99","1,2,3","-99","-99","Qual2380-2904Switz","5cf2a4c0-fc50-8bcc-8143-68949bfce228","H",NA,NA,"0","True","482",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
